"year","age","status","education","jobclass","insurance","wage"
2003,34,"married","3.bachelor","IT","no",91.6992261117042
2004,24,"never married","3.bachelor","IT","no",59.0970640815891
2008,44,"married","4.master","industrial","yes",123.908567597957
2007,33,"married","4.master","IT","no",109.833985642199
2007,25,"never married","2.highschool","industrial","yes",94.0727147457005
2005,40,"married","2.highschool","industrial","no",117.146816914805
2007,48,"never married","2.highschool","industrial","no",65.1108537153447
2005,56,"married","2.highschool","industrial","no",97.4932940453934
2005,25,"never married","4.master","industrial","no",118.019753340006
2005,44,"married","4.master","industrial","yes",141.77517233318
2003,27,"never married","3.bachelor","IT","yes",116.176695171054
2006,58,"married","1.primary","industrial","yes",75.3556793180091
2008,52,"divorced","4.master","IT","yes",95.2307125669819
2007,60,"never married","5.phd","industrial","yes",111.720849360989
2008,39,"married","3.bachelor","IT","yes",103.90247060316
2004,51,"married","4.master","industrial","yes",147.116689159978
2007,31,"never married","3.bachelor","IT","yes",87.9810327856054
2005,45,"widowed","2.highschool","industrial","no",118.884359339886
2005,43,"never married","4.master","IT","yes",100.764272842107
2008,45,"married","4.master","industrial","yes",120.589436530402
2004,40,"married","3.bachelor","IT","yes",193.866878146586
2008,46,"married","2.highschool","industrial","yes",118.884359339886
2009,51,"married","5.phd","IT","yes",267.901086855275
2006,47,"divorced","4.master","IT","yes",174.402876012275
2004,52,"married","5.phd","IT","yes",133.971500070695
2003,31,"divorced","2.highschool","IT","yes",154.68529299563
2007,40,"married","4.master","IT","yes",154.68529299563
2009,26,"never married","4.master","IT","yes",118.884359339886
2004,49,"married","2.highschool","industrial","no",95.2307125669819
2009,38,"divorced","3.bachelor","industrial","no",109.833985642199
2005,50,"married","1.primary","IT","no",111.720849360989
2006,63,"married","3.bachelor","industrial","yes",134.705375118879
2008,35,"married","1.primary","industrial","no",85.9010443226556
2008,29,"never married","2.highschool","IT","no",118.884359339886
2008,33,"married","2.highschool","industrial","yes",87.9810327856054
2007,29,"married","2.highschool","industrial","no",92.8958447894966
2007,62,"divorced","4.master","IT","yes",109.833985642199
2008,45,"married","5.phd","IT","yes",124.720446242886
2003,56,"married","1.primary","industrial","yes",127.901232979118
2003,58,"married","1.primary","industrial","no",97.4932940453934
2007,39,"married","5.phd","industrial","yes",198.350290464385
2005,49,"married","3.bachelor","industrial","yes",92.8958447894966
2004,24,"never married","4.master","IT","no",94.0727147457005
2003,61,"divorced","2.highschool","industrial","yes",148.413159102577
2008,58,"married","4.master","industrial","yes",79.8549003093467
2009,47,"married","3.bachelor","IT","no",118.884359339886
2004,41,"separated","4.master","IT","yes",87.9810327856054
2008,71,"married","1.primary","IT","yes",94.0727147457005
2006,47,"married","3.bachelor","industrial","yes",150.070476909424
2005,38,"married","4.master","industrial","yes",176.989650489877
2005,31,"never married","4.master","industrial","yes",73.7757432746946
2007,56,"married","4.master","IT","yes",125.12381572196
2006,44,"never married","4.master","IT","yes",277.79948020565
2003,33,"married","4.master","IT","yes",107.903923866877
2005,36,"never married","4.master","industrial","no",60.7397785177603
2006,31,"married","4.master","IT","yes",92.0363233010764
2004,55,"married","3.bachelor","IT","yes",109.833985642199
2005,48,"married","4.master","IT","no",66.9616443217359
2005,50,"married","3.bachelor","IT","yes",114.475713290347
2006,42,"married","4.master","IT","no",170.6951277113
2008,25,"never married","3.bachelor","IT","yes",130.982177377461
2008,55,"married","2.highschool","industrial","yes",127.115743812184
2004,28,"never married","5.phd","industrial","yes",117.146816914805
2003,30,"married","1.primary","IT","no",123.089699847943
2008,46,"never married","4.master","industrial","yes",120.589436530402
2004,48,"divorced","5.phd","IT","yes",130.982177377461
2006,42,"divorced","3.bachelor","industrial","yes",81.2832532842527
2008,23,"married","4.master","industrial","no",36.6737041960799
2003,60,"married","5.phd","industrial","no",104.921506533664
2008,34,"married","1.primary","IT","yes",74.412963512917
2003,45,"married","4.master","industrial","yes",129.067820506745
2007,28,"never married","3.bachelor","industrial","no",84.1000101164483
2004,33,"married","5.phd","IT","yes",185.918662879754
2008,58,"married","2.highschool","IT","yes",105.927810775063
2008,47,"married","5.phd","IT","yes",163.515863976238
2003,24,"never married","3.bachelor","industrial","no",63.1888610037461
2008,56,"married","4.master","industrial","no",134.705375118879
2004,56,"married","4.master","industrial","yes",120.926701544426
2005,23,"never married","4.master","IT","yes",94.0727147457005
2003,56,"married","5.phd","IT","yes",132.487821126123
2003,45,"married","4.master","IT","yes",133.232350826567
2009,58,"married","3.bachelor","IT","yes",145.143601176911
2007,30,"married","5.phd","IT","yes",118.884359339886
2009,46,"married","5.phd","industrial","no",150.330653495766
2004,48,"married","5.phd","industrial","yes",278.964466695847
2006,50,"divorced","2.highschool","industrial","yes",98.2692308087927
2008,43,"never married","4.master","IT","yes",99.6894636984864
2006,37,"married","1.primary","industrial","no",94.0727147457005
2003,49,"divorced","3.bachelor","IT","no",176.989650489877
2009,31,"married","4.master","IT","yes",166.324941233877
2009,54,"married","2.highschool","industrial","yes",94.0727147457005
2007,52,"married","4.master","IT","yes",139.703071527658
2003,70,"married","2.highschool","industrial","no",78.3924668009837
2005,30,"married","5.phd","IT","yes",141.775856466307
2006,44,"married","2.highschool","industrial","yes",116.265324062503
2003,34,"married","4.master","IT","yes",148.413159102577
2007,38,"married","2.highschool","industrial","no",87.9810327856054
2006,28,"separated","1.primary","industrial","yes",90.4819133566401
2005,38,"married","3.bachelor","industrial","yes",141.77517233318
2003,39,"married","2.highschool","industrial","no",63.0927167348386
2008,52,"never married","4.master","IT","yes",65.1108537153447
2004,34,"never married","4.master","industrial","yes",151.591484239814
2003,33,"married","4.master","IT","yes",123.089699847943
2007,45,"married","4.master","industrial","yes",118.884359339886
2006,58,"married","2.highschool","industrial","no",79.8549003093467
2003,38,"married","2.highschool","industrial","no",104.004959912222
2007,63,"married","4.master","industrial","no",55.5361044177385
2007,38,"married","5.phd","IT","yes",99.6894636984864
2007,31,"married","3.bachelor","industrial","no",99.6894636984864
2007,53,"married","4.master","IT","yes",193.452606894109
2009,21,"never married","2.highschool","IT","yes",102.870246933215
2006,38,"married","4.master","IT","yes",164.646988930328
2004,18,"never married","1.primary","industrial","yes",69.6190369046763
2008,28,"never married","3.bachelor","industrial","yes",99.6894636984864
2003,33,"never married","4.master","IT","yes",114.475713290347
2004,32,"married","3.bachelor","industrial","no",99.6894636984864
2009,29,"never married","2.highschool","IT","yes",95.2307125669819
2005,28,"married","1.primary","industrial","yes",82.6796372966372
2005,42,"married","5.phd","IT","yes",116.943081320617
2007,28,"widowed","1.primary","IT","no",54.5981500331442
2009,36,"married","5.phd","IT","yes",138.299126920883
2007,47,"married","2.highschool","IT","yes",130.982177377461
2007,53,"married","5.phd","IT","yes",281.745970551857
2003,48,"married","5.phd","IT","yes",163.515863976238
2006,36,"married","5.phd","industrial","yes",179.214858036271
2007,55,"married","3.bachelor","IT","yes",126.323880709786
2008,37,"married","1.primary","industrial","no",70.4760196469445
2009,68,"married","4.master","IT","yes",118.019753340006
2003,65,"married","2.highschool","industrial","no",71.3196387942183
2007,37,"never married","4.master","IT","no",114.475713290347
2007,33,"married","4.master","IT","yes",138.299126920883
2003,19,"never married","2.highschool","IT","no",54.5981500331442
2004,50,"married","4.master","IT","yes",94.0727147457005
2004,22,"never married","3.bachelor","industrial","no",80.4302079458208
2004,40,"married","3.bachelor","IT","yes",89.2428846644714
2008,45,"married","3.bachelor","industrial","no",117.146816914805
2009,36,"married","5.phd","industrial","no",127.115743812184
2005,37,"married","1.primary","industrial","no",81.2832532842527
2003,24,"never married","2.highschool","industrial","no",52.4070640482002
2007,66,"married","1.primary","IT","yes",99.6894636984864
2004,35,"married","1.primary","industrial","no",63.1888610037461
2009,33,"never married","4.master","IT","yes",196.125272594255
2005,44,"married","3.bachelor","industrial","yes",101.82435207568
2004,48,"never married","3.bachelor","IT","yes",107.903923866877
2009,47,"married","2.highschool","IT","no",51.2396549228382
2004,41,"married","3.bachelor","industrial","yes",99.6894636984864
2005,55,"married","4.master","IT","yes",63.1888610037461
2008,74,"divorced","5.phd","IT","no",148.413159102577
2007,33,"never married","4.master","IT","yes",99.6894636984864
2003,62,"married","5.phd","IT","yes",130.982177377461
2004,56,"divorced","2.highschool","industrial","yes",101.82435207568
2006,29,"never married","5.phd","IT","yes",99.6894636984864
2009,56,"never married","1.primary","IT","no",79.8549003093467
2009,47,"married","5.phd","IT","yes",160.642475408263
2005,45,"married","2.highschool","IT","yes",134.705375118879
2007,44,"married","4.master","IT","yes",160.642475408263
2004,25,"never married","4.master","IT","yes",91.6992261117042
2005,45,"divorced","3.bachelor","IT","no",75.3556793180091
2005,40,"married","4.master","IT","yes",136.15771083723
2003,56,"married","2.highschool","IT","yes",134.705375118879
2005,56,"married","3.bachelor","IT","yes",81.9853178344996
2003,47,"married","4.master","industrial","yes",176.989650489877
2007,39,"married","2.highschool","industrial","yes",118.886080351034
2005,38,"married","3.bachelor","IT","yes",121.262745732618
2009,48,"married","2.highschool","industrial","no",94.0727147457005
2005,44,"married","2.highschool","industrial","no",99.6894636984864
2003,42,"married","5.phd","IT","no",123.908567597957
2009,55,"married","2.highschool","industrial","yes",118.884359339886
2006,61,"never married","5.phd","industrial","no",82.6796372966372
2006,39,"married","2.highschool","industrial","yes",81.2832532842527
2005,30,"married","3.bachelor","industrial","no",104.921506533664
2009,49,"divorced","2.highschool","industrial","yes",99.6894636984864
2006,33,"married","4.master","IT","yes",136.15771083723
2006,31,"married","1.primary","industrial","no",81.2832532842527
2005,35,"never married","2.highschool","industrial","yes",68.5086896572248
2003,55,"married","2.highschool","industrial","yes",81.2832532842527
2008,36,"married","2.highschool","industrial","yes",114.475713290347
2003,37,"married","2.highschool","industrial","no",118.019753340006
2006,33,"married","2.highschool","industrial","yes",99.6894636984864
2006,48,"married","2.highschool","industrial","yes",118.884359339886
2004,47,"married","3.bachelor","industrial","yes",118.884359339886
2003,60,"married","3.bachelor","IT","yes",123.089699847943
2004,28,"never married","4.master","IT","yes",109.833985642199
2005,28,"married","3.bachelor","IT","yes",102.870246933215
2005,48,"married","4.master","IT","yes",163.515863976238
2009,29,"married","5.phd","IT","no",117.146816914805
2004,40,"never married","2.highschool","industrial","yes",92.3000614282589
2009,32,"never married","5.phd","IT","yes",100.013486924706
2004,33,"divorced","2.highschool","IT","no",55.0697284222779
2003,40,"divorced","2.highschool","industrial","yes",101.82435207568
2004,42,"married","3.bachelor","industrial","yes",148.413159102577
2003,36,"married","2.highschool","industrial","no",115.375038556391
2004,39,"married","1.primary","industrial","no",73.7757432746946
2009,44,"married","5.phd","IT","yes",267.901086855275
2009,43,"married","2.highschool","industrial","no",129.453644576626
2008,44,"married","1.primary","industrial","yes",96.3706528322308
2006,29,"married","5.phd","IT","yes",87.9810327856054
2007,49,"married","3.bachelor","IT","yes",104.921506533664
2007,47,"married","3.bachelor","IT","yes",130.982177377461
2004,46,"married","5.phd","IT","yes",190.547678564741
2006,41,"divorced","1.primary","industrial","yes",118.019753340006
2008,52,"married","2.highschool","IT","no",79.8549003093467
2003,43,"divorced","2.highschool","IT","yes",72.4793162971252
2004,38,"married","5.phd","IT","yes",148.413159102577
2003,42,"married","3.bachelor","IT","yes",74.4446382014083
2005,56,"married","4.master","industrial","no",118.884359339886
2003,39,"married","2.highschool","industrial","yes",128.680488220624
2005,29,"married","3.bachelor","IT","yes",87.9810327856054
2009,33,"married","5.phd","IT","yes",267.901086855275
2004,33,"married","2.highschool","industrial","no",104.921506533664
2004,41,"married","2.highschool","IT","no",92.8958447894966
2004,44,"never married","1.primary","IT","yes",70.4760196469445
2005,45,"married","5.phd","IT","yes",200.543262324662
2004,58,"married","2.highschool","IT","yes",102.870246933215
2005,29,"married","3.bachelor","industrial","yes",102.870246933215
2004,42,"divorced","2.highschool","industrial","no",65.1108537153447
2008,68,"married","2.highschool","industrial","yes",109.833985642199
2005,47,"married","5.phd","IT","yes",127.115743812184
2005,30,"married","4.master","IT","no",94.0727147457005
2005,39,"married","1.primary","IT","no",67.8625234113682
2008,42,"married","4.master","industrial","yes",125.525498433836
2006,49,"married","3.bachelor","industrial","yes",165.208773767255
2009,36,"never married","2.highschool","industrial","yes",81.2832532842527
2003,44,"married","2.highschool","IT","yes",112.6488963421
2009,54,"married","2.highschool","IT","yes",76.8936025176112
2003,42,"married","2.highschool","industrial","yes",75.0431540173516
2003,39,"married","4.master","industrial","yes",128.680488220624
2008,30,"married","2.highschool","IT","no",59.0970640815891
2004,33,"never married","2.highschool","IT","no",63.7733911962488
2003,28,"married","2.highschool","IT","yes",84.0459576539924
2003,38,"married","2.highschool","industrial","yes",93.9371815810521
2005,30,"married","3.bachelor","industrial","yes",82.6796372966372
2008,25,"never married","5.phd","industrial","yes",118.884359339886
2007,52,"married","2.highschool","IT","yes",81.2832532842527
2007,26,"married","2.highschool","industrial","no",66.9616443217359
2009,54,"married","4.master","industrial","yes",166.324941233877
2005,62,"married","4.master","IT","no",99.6894636984864
2009,57,"married","5.phd","IT","yes",141.77517233318
2003,32,"married","4.master","industrial","yes",143.134940811134
2003,60,"married","2.highschool","industrial","yes",35.0334213214995
2004,40,"married","4.master","IT","yes",109.833985642199
2005,49,"married","2.highschool","industrial","no",111.014405508798
2006,54,"married","4.master","industrial","yes",132.487821126123
2009,48,"never married","5.phd","IT","yes",148.413159102577
2009,35,"never married","1.primary","industrial","yes",73.7757432746946
2009,46,"divorced","2.highschool","IT","yes",143.699710133813
2007,42,"married","2.highschool","industrial","yes",99.6894636984864
2004,58,"married","4.master","IT","yes",272.294783220064
2003,30,"never married","4.master","IT","yes",200.543262324662
2008,27,"never married","2.highschool","industrial","yes",85.3865890236244
2008,55,"married","1.primary","industrial","yes",109.833985642199
2004,50,"married","2.highschool","industrial","no",61.0524210501246
2006,55,"divorced","2.highschool","industrial","yes",118.884359339886
2006,40,"married","3.bachelor","industrial","yes",145.805163374625
2005,32,"married","2.highschool","IT","no",112.6488963421
2006,27,"married","2.highschool","industrial","yes",106.921814091211
2007,49,"married","3.bachelor","IT","yes",106.921814091211
2007,50,"married","4.master","IT","yes",127.115743812184
2006,50,"married","1.primary","industrial","yes",87.9810327856054
2008,44,"married","5.phd","IT","yes",144.47808766541
2007,57,"married","5.phd","IT","yes",160.409701962289
2008,72,"married","5.phd","industrial","no",87.9810327856054
2006,23,"never married","1.primary","industrial","no",65.1108537153447
2007,31,"never married","5.phd","IT","yes",176.989650489877
2008,36,"married","2.highschool","IT","no",54.5981500331442
2009,63,"married","3.bachelor","industrial","yes",109.833985642199
2006,48,"married","1.primary","industrial","no",81.698421724729
2005,46,"married","4.master","industrial","no",114.475713290347
2003,55,"married","4.master","industrial","yes",142.634472767972
2007,44,"married","5.phd","IT","yes",160.642475408263
2006,44,"married","3.bachelor","industrial","yes",94.0727147457005
2004,32,"married","1.primary","industrial","no",54.5981500331442
2003,60,"married","1.primary","industrial","yes",73.7757432746946
2004,42,"married","5.phd","IT","yes",160.642475408263
2009,48,"married","5.phd","IT","yes",148.413159102577
2008,36,"married","1.primary","industrial","no",87.9823064294987
2009,31,"married","2.highschool","industrial","yes",101.82435207568
2006,54,"married","2.highschool","IT","yes",111.720849360989
2007,29,"married","3.bachelor","industrial","yes",106.921814091211
2003,46,"divorced","3.bachelor","industrial","no",126.323880709786
2003,35,"divorced","2.highschool","industrial","no",109.833985642199
2009,50,"married","1.primary","IT","yes",92.8958447894966
2005,25,"married","3.bachelor","industrial","yes",54.5981500331442
2005,33,"never married","3.bachelor","IT","no",96.3706528322308
2008,34,"married","2.highschool","industrial","yes",114.475713290347
2006,51,"married","2.highschool","industrial","yes",94.0727147457005
2004,33,"married","2.highschool","industrial","yes",95.2307125669819
2007,59,"married","3.bachelor","IT","yes",139.00340805947
2006,62,"separated","1.primary","industrial","yes",81.2832532842527
2005,28,"separated","2.highschool","industrial","yes",94.0727147457005
2008,40,"married","3.bachelor","IT","yes",87.9810327856054
2003,52,"married","5.phd","industrial","yes",138.299126920883
2007,29,"married","2.highschool","industrial","no",89.4924795180001
2007,34,"married","1.primary","industrial","yes",92.8958447894966
2004,25,"never married","2.highschool","industrial","no",54.5981500331442
2005,66,"married","4.master","industrial","yes",94.0727147457005
2005,43,"married","2.highschool","IT","yes",68.7480877337669
2007,45,"married","2.highschool","IT","no",92.8958447894966
2006,35,"married","5.phd","IT","yes",114.475713290347
2005,43,"married","2.highschool","IT","yes",109.833985642199
2007,49,"married","4.master","IT","yes",109.833985642199
2004,60,"never married","1.primary","IT","yes",77.0452008528242
2003,46,"married","2.highschool","IT","no",94.0727147457005
2009,55,"married","2.highschool","industrial","yes",101.82435207568
2006,32,"married","3.bachelor","industrial","yes",118.884359339886
2007,53,"married","2.highschool","industrial","no",133.232350826567
2009,57,"married","4.master","IT","yes",157.10350432345
2007,51,"married","5.phd","IT","yes",281.745970551857
2004,59,"married","5.phd","IT","yes",182.020620963513
2006,45,"married","3.bachelor","IT","yes",119.09923477134
2006,56,"never married","2.highschool","industrial","yes",71.6867436659172
2005,30,"married","2.highschool","industrial","yes",85.3839403789827
2006,21,"never married","2.highschool","industrial","no",72.1504556815713
2003,60,"married","4.master","industrial","yes",138.299126920883
2007,60,"married","2.highschool","IT","yes",101.82435207568
2007,48,"divorced","1.primary","industrial","yes",109.833985642199
2003,39,"divorced","4.master","IT","no",87.9810327856054
2009,32,"never married","3.bachelor","IT","yes",115.375038556391
2007,51,"married","5.phd","IT","yes",191.573683548412
2006,47,"married","4.master","industrial","no",86.6951548289402
2007,44,"married","2.highschool","IT","yes",75.8522371953675
2008,46,"married","2.highschool","industrial","yes",166.324941233877
2004,28,"never married","4.master","industrial","yes",56.9055391446732
2003,24,"never married","4.master","IT","no",99.6894636984864
2006,37,"married","2.highschool","industrial","no",92.8958447894966
2006,31,"married","2.highschool","industrial","yes",99.6894636984864
2004,72,"married","2.highschool","IT","yes",92.8958447894966
2008,50,"married","3.bachelor","industrial","yes",101.82435207568
2007,36,"married","3.bachelor","industrial","yes",145.143601176911
2006,27,"never married","2.highschool","industrial","yes",76.8936025176112
2009,27,"married","3.bachelor","industrial","yes",90.4819133566401
2004,41,"married","4.master","industrial","no",127.115743812184
2008,20,"never married","3.bachelor","IT","no",82.6796372966372
2008,49,"married","2.highschool","industrial","yes",99.6894636984864
2007,25,"never married","2.highschool","industrial","yes",64.1592325660882
2006,41,"married","1.primary","industrial","yes",89.4924795180001
2009,53,"never married","2.highschool","industrial","yes",87.9810327856054
2009,45,"married","4.master","industrial","no",127.115743812184
2003,32,"married","1.primary","industrial","no",66.9616443217359
2005,47,"married","3.bachelor","IT","yes",148.413159102577
2003,26,"married","2.highschool","industrial","yes",123.089699847943
2009,31,"married","3.bachelor","IT","yes",133.232350826567
2007,32,"married","5.phd","IT","yes",118.884359339886
2006,50,"divorced","5.phd","IT","yes",120.166119635421
2007,46,"married","2.highschool","industrial","yes",115.375038556391
2006,47,"married","5.phd","IT","yes",112.6488963421
2005,55,"married","3.bachelor","industrial","yes",118.884359339886
2005,49,"married","4.master","industrial","yes",148.413159102577
2004,25,"married","2.highschool","industrial","yes",61.1875264339915
2008,60,"married","2.highschool","IT","no",95.6888119067371
2008,62,"married","2.highschool","industrial","yes",89.2428846644714
2003,63,"separated","2.highschool","IT","yes",127.901232979118
2004,31,"never married","5.phd","IT","yes",128.680488220624
2006,29,"married","4.master","industrial","yes",109.833985642199
2008,51,"married","2.highschool","industrial","yes",114.475713290347
2007,28,"married","2.highschool","industrial","no",76.1296996370986
2005,36,"never married","3.bachelor","IT","yes",123.089699847943
2007,28,"never married","3.bachelor","IT","yes",99.6894636984864
2004,38,"married","4.master","IT","yes",102.870246933215
2008,35,"married","3.bachelor","industrial","yes",96.3706528322308
2005,46,"divorced","3.bachelor","industrial","yes",117.146816914805
2007,37,"married","3.bachelor","IT","no",90.4819133566401
2005,41,"divorced","3.bachelor","IT","yes",104.921506533664
2006,59,"married","3.bachelor","industrial","no",73.7757432746946
2006,51,"married","3.bachelor","industrial","no",107.903923866877
2006,26,"never married","2.highschool","industrial","yes",99.6894636984864
2003,34,"married","3.bachelor","industrial","yes",60.1541246622441
2004,32,"married","2.highschool","IT","yes",123.089699847943
2007,23,"never married","3.bachelor","industrial","yes",81.2832532842527
2004,50,"married","2.highschool","IT","yes",143.134940811134
2009,25,"never married","1.primary","industrial","yes",69.0981838087226
2004,43,"married","2.highschool","industrial","yes",78.9816745162994
2009,36,"married","3.bachelor","industrial","yes",128.680488220624
2006,50,"married","2.highschool","IT","no",54.5981500331442
2006,34,"separated","2.highschool","IT","yes",134.705375118879
2005,34,"never married","2.highschool","industrial","no",104.921506533664
2005,55,"married","5.phd","IT","yes",277.601417511009
2003,39,"married","2.highschool","industrial","no",78.214575693165
2004,40,"married","1.primary","industrial","yes",82.6796372966372
2005,32,"married","3.bachelor","IT","yes",117.146816914805
2006,63,"married","2.highschool","IT","yes",118.884359339886
2004,38,"never married","2.highschool","industrial","no",109.833985642199
2008,67,"married","2.highschool","industrial","no",59.0970640815891
2005,39,"married","2.highschool","industrial","yes",116.265324062503
2003,31,"married","2.highschool","industrial","no",61.1875264339915
2006,41,"never married","3.bachelor","IT","yes",114.475713290347
2003,47,"married","1.primary","industrial","yes",78.3924668009837
2009,61,"married","2.highschool","industrial","yes",122.263673892802
2005,61,"married","5.phd","industrial","yes",148.413159102577
2008,21,"married","2.highschool","industrial","no",54.5981500331442
2004,22,"never married","4.master","industrial","no",66.0446942318056
2003,53,"married","4.master","industrial","yes",126.957885677185
2004,47,"married","4.master","industrial","no",81.2832532842527
2005,36,"married","3.bachelor","industrial","yes",127.901232979118
2007,36,"never married","2.highschool","industrial","no",87.9810327856054
2005,42,"married","2.highschool","industrial","yes",123.089699847943
2004,54,"divorced","3.bachelor","industrial","no",104.921506533664
2004,27,"married","3.bachelor","industrial","yes",87.9810327856054
2004,36,"married","2.highschool","industrial","yes",131.737801155001
2006,35,"never married","2.highschool","IT","no",73.7757432746946
2003,60,"married","2.highschool","industrial","yes",104.921506533664
2005,42,"separated","2.highschool","industrial","yes",91.6026156625341
2008,41,"married","5.phd","IT","yes",123.089699847943
2004,35,"never married","3.bachelor","industrial","yes",131.652698654268
2006,34,"never married","5.phd","IT","yes",309.5717712662
2007,22,"never married","2.highschool","industrial","yes",70.6610476694407
2007,47,"married","2.highschool","industrial","no",84.8520440937874
2004,59,"married","2.highschool","industrial","yes",102.870246933215
2007,29,"never married","3.bachelor","IT","yes",103.90247060316
2006,32,"never married","1.primary","IT","yes",94.0727147457005
2003,49,"married","4.master","industrial","yes",128.680488220624
2009,30,"never married","3.bachelor","IT","yes",106.326864894674
2003,33,"never married","2.highschool","industrial","yes",99.2552868268562
2007,51,"married","2.highschool","industrial","yes",133.232350826567
2003,37,"married","2.highschool","industrial","no",78.3924668009837
2003,46,"married","3.bachelor","industrial","yes",130.982177377461
2007,63,"married","5.phd","IT","yes",109.833985642199
2005,41,"married","2.highschool","industrial","no",96.3706528322308
2005,40,"married","2.highschool","industrial","yes",109.833985642199
2007,46,"married","5.phd","IT","yes",281.745970551857
2005,45,"divorced","2.highschool","IT","yes",94.0727147457005
2008,48,"never married","4.master","industrial","yes",200.543262324662
2007,28,"married","3.bachelor","IT","no",87.9810327856054
2009,65,"divorced","2.highschool","industrial","no",87.9810327856054
2005,50,"never married","2.highschool","industrial","no",97.4932940453934
2008,53,"married","2.highschool","industrial","no",107.903923866877
2007,48,"married","2.highschool","industrial","no",95.6888119067371
2003,30,"married","3.bachelor","IT","no",109.833985642199
2006,37,"married","2.highschool","IT","yes",87.3874499713449
2004,51,"married","4.master","IT","yes",88.8315691738135
2008,55,"married","5.phd","IT","yes",166.324941233877
2004,35,"married","2.highschool","IT","yes",94.6956951317195
2006,33,"married","2.highschool","industrial","yes",122.263673892802
2008,41,"divorced","4.master","IT","yes",132.487821126123
2003,34,"married","5.phd","IT","yes",96.3706528322308
2006,33,"married","2.highschool","industrial","no",89.2428846644714
2008,49,"never married","1.primary","industrial","yes",81.2832532842527
2006,62,"married","5.phd","IT","yes",73.7757432746946
2004,31,"never married","1.primary","IT","yes",109.833985642199
2007,43,"divorced","1.primary","IT","no",100.099662492042
2008,43,"married","4.master","IT","yes",134.265677158654
2004,43,"never married","3.bachelor","IT","yes",91.6992261117042
2009,48,"married","4.master","IT","no",109.547296634249
2003,48,"married","2.highschool","IT","no",70.4760196469445
2007,50,"married","4.master","IT","yes",144.204738892859
2009,29,"never married","4.master","IT","no",99.6894636984864
2004,52,"married","3.bachelor","IT","no",94.0727147457005
2004,46,"never married","2.highschool","IT","no",87.9810327856054
2005,40,"never married","2.highschool","industrial","yes",94.0727147457005
2004,43,"married","2.highschool","industrial","yes",81.2832532842527
2006,54,"married","2.highschool","industrial","yes",115.375038556391
2006,38,"never married","5.phd","IT","yes",107.903923866877
2004,32,"married","3.bachelor","industrial","no",101.402052302992
2008,28,"never married","4.master","IT","yes",144.479422679423
2005,33,"never married","5.phd","industrial","yes",145.143601176911
2004,44,"married","5.phd","industrial","no",163.515863976238
2006,41,"married","2.highschool","IT","no",81.2832532842527
2005,31,"never married","1.primary","industrial","no",40.4056652596845
2007,48,"divorced","4.master","IT","yes",97.4932940453934
2007,50,"married","4.master","industrial","no",117.146816914805
2004,47,"married","4.master","industrial","yes",118.884359339886
2004,31,"married","2.highschool","industrial","no",84.0459576539924
2008,40,"married","2.highschool","industrial","yes",88.8164739741151
2009,54,"divorced","3.bachelor","industrial","no",86.6951548289402
2004,24,"never married","2.highschool","IT","yes",75.3556793180091
2005,34,"married","2.highschool","IT","yes",98.5993438603892
2003,65,"married","4.master","IT","yes",87.9810327856054
2007,28,"married","2.highschool","industrial","yes",109.642968140263
2008,30,"separated","2.highschool","IT","yes",79.8549003093467
2009,45,"married","3.bachelor","industrial","no",166.324941233877
2008,35,"separated","4.master","IT","yes",139.00340805947
2005,46,"married","5.phd","IT","yes",145.143601176911
2003,47,"married","2.highschool","industrial","no",85.3839403789827
2008,71,"married","2.highschool","industrial","no",99.6916283970721
2003,39,"married","3.bachelor","IT","yes",130.982177377461
2009,41,"never married","1.primary","industrial","no",68.7480877337669
2007,33,"married","2.highschool","industrial","yes",139.703071527658
2009,76,"divorced","5.phd","IT","yes",176.989650489877
2009,20,"never married","2.highschool","industrial","yes",76.8936025176112
2006,34,"married","5.phd","IT","yes",134.705375118879
2003,26,"never married","4.master","IT","yes",99.6894636984864
2006,51,"married","4.master","IT","yes",148.413159102577
2003,25,"married","1.primary","industrial","yes",79.8549003093467
2006,62,"married","3.bachelor","industrial","yes",128.680488220624
2006,37,"married","4.master","industrial","yes",180.779952229859
2009,37,"never married","3.bachelor","industrial","yes",94.0727147457005
2007,32,"married","3.bachelor","industrial","no",89.4924795180001
2007,55,"married","3.bachelor","industrial","yes",130.220832358777
2009,36,"married","1.primary","industrial","no",77.4976813877358
2006,39,"married","2.highschool","industrial","yes",148.413159102577
2004,46,"married","4.master","IT","yes",185.283317088498
2007,48,"married","4.master","IT","no",128.680488220624
2005,34,"divorced","4.master","IT","yes",147.116689159978
2004,39,"married","3.bachelor","IT","no",106.921814091211
2005,50,"married","5.phd","industrial","no",115.375038556391
2006,54,"married","3.bachelor","IT","yes",91.6992261117042
2007,60,"married","4.master","industrial","yes",148.413159102577
2007,48,"never married","5.phd","IT","yes",111.720849360989
2007,47,"married","4.master","industrial","no",126.323880709786
2004,20,"never married","2.highschool","industrial","no",65.1108537153447
2003,60,"married","2.highschool","industrial","yes",107.903923866877
2003,37,"never married","4.master","IT","yes",54.5981500331442
2003,46,"married","4.master","IT","yes",134.705375118879
2003,54,"married","3.bachelor","IT","yes",72.4793162971252
2006,51,"married","4.master","IT","yes",130.982177377461
2009,32,"never married","2.highschool","industrial","yes",91.6992261117042
2006,35,"married","4.master","IT","yes",154.68529299563
